name,series,family,description,location,region,regionLocation,regionLocationLong,regionLocationCountryCode,regionCfe,regionCo2Kwh,regionLowCo2,regionLat,regionLng,regionPublicIpv4Addr,zoneCount,zones,vCpus,sharedCpu,intel,amd,arm,cpuPlatformCount,cpuPlatform,cpuBaseClock,cpuTurboClock,cpuSingleMaxTurboClock,availableCpuPlatformCount,availableCpuPlatform,coremarkScore,standardDeviation,sampleCount,memoryGB,acceleratorCount,acceleratorType,disks,disksSizeGb,localSsd,bandwidth,tier1,sap,saps,hana,sud,spot,hour,hourSpot,month,month1yCud,month3yCud,monthSpot,monthSles,monthSlesSap,monthSlesSap1yCud,monthSlesSap3yCud,monthRhel,monthRhel1yCud,monthRhel3yCud,monthRhelSap,monthRhelSap1yCud,monthRhelSap3yCud,monthWindows
c4d-standard-192-lssd,c4d,General-purpose,"192 vCPUs, 744 GB RAM, 16 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",192.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",744.0,"","",64.0,263168.0,1.0,100.0,150.0,0.0,"",0.0,0.0,1.0,8.879782032,3.537602688,6482.24088336,4083.82075584,2917.00424352,2582.44996224,80.3,299.3,119.939,107.748,1345.536,1345.536,1345.536,2102.4,2102.4,2102.4,6447.36
c4d-standard-2,c4d,General-purpose,"2 vCPUs, 7 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",2.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",7.0,"","",4.0,263168.0,0.0,10.0,0.0,0.0,"",0.0,0.0,1.0,0.089876046,0.035806064,65.60951358,41.33407752,29.52424556,26.13842672,80.3,124.1,50.005,44.7198,21.024,21.024,21.024,32.85,32.85,32.85,67.16
c4d-standard-32,c4d,General-purpose,"32 vCPUs, 124 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",32.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",124.0,"","",32.0,263168.0,0.0,23.0,0.0,0.0,"",0.0,0.0,1.0,1.479963672,0.589600448,1080.37348056,680.63679264,486.16737392,430.40832704,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
c4d-standard-32-lssd,c4d,General-purpose,"32 vCPUs, 124 GB RAM, 2 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",32.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",124.0,"","",32.0,263168.0,1.0,23.0,0.0,0.0,"",0.0,0.0,1.0,1.479963672,0.589600448,1080.37348056,680.63679264,486.16737392,430.40832704,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
c4d-standard-384,c4d,General-purpose,"384 vCPUs, 1488 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",384.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",1488.0,"","",128.0,263168.0,0.0,100.0,200.0,0.0,"",0.0,0.0,1.0,17.759564064,7.075205376,12964.48176672,8167.64151168,5834.00848704,5164.89992448,80.3,299.3,119.939,107.748,2691.072,2691.072,2691.072,4204.8,4204.8,4204.8,12894.72
c4d-standard-384-lssd,c4d,General-purpose,"384 vCPUs, 1488 GB RAM, 32 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",384.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",1488.0,"","",128.0,263168.0,1.0,100.0,200.0,0.0,"",0.0,0.0,1.0,17.759564064,7.075205376,12964.48176672,8167.64151168,5834.00848704,5164.89992448,80.3,299.3,119.939,107.748,2691.072,2691.072,2691.072,4204.8,4204.8,4204.8,12894.72
c4d-standard-4,c4d,General-purpose,"4 vCPUs, 15 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",4.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",15.0,"","",8.0,263168.0,0.0,20.0,0.0,0.0,"",0.0,0.0,1.0,0.18324767,0.07300408,133.7707991,84.2757844,60.1967782,53.2929784,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
c4d-standard-48,c4d,General-purpose,"48 vCPUs, 186 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",48.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",186.0,"","",32.0,263168.0,0.0,34.0,50.0,0.0,"",0.0,0.0,1.0,2.219945508,0.884400672,1620.56022084,1020.95518896,729.25106088,645.61249056,80.3,299.3,119.939,107.748,378.432,378.432,378.432,569.4,569.4,569.4,1611.84
c4d-standard-48-lssd,c4d,General-purpose,"48 vCPUs, 186 GB RAM, 4 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",48.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",186.0,"","",32.0,263168.0,1.0,34.0,50.0,0.0,"",0.0,0.0,1.0,2.219945508,0.884400672,1620.56022084,1020.95518896,729.25106088,645.61249056,80.3,299.3,119.939,107.748,378.432,378.432,378.432,569.4,569.4,569.4,1611.84
c4d-standard-64,c4d,General-purpose,"64 vCPUs, 248 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",64.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",248.0,"","",32.0,263168.0,0.0,45.0,75.0,0.0,"",0.0,0.0,1.0,2.959927344,1.179200896,2160.74696112,1361.27358528,972.33474784,860.81665408,80.3,299.3,119.939,107.748,504.576,504.576,504.576,759.2,759.2,759.2,2149.12
c4d-standard-64-lssd,c4d,General-purpose,"64 vCPUs, 248 GB RAM, 6 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",64.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",248.0,"","",32.0,263168.0,1.0,45.0,75.0,0.0,"",0.0,0.0,1.0,2.959927344,1.179200896,2160.74696112,1361.27358528,972.33474784,860.81665408,80.3,299.3,119.939,107.748,504.576,504.576,504.576,759.2,759.2,759.2,2149.12
c4d-standard-8,c4d,General-purpose,"8 vCPUs, 31 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",8.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",31.0,"","",16.0,263168.0,0.0,20.0,0.0,0.0,"",0.0,0.0,1.0,0.369990918,0.147400112,270.09337014,170.15919816,121.54184348,107.60208176,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
c4d-standard-8-lssd,c4d,General-purpose,"8 vCPUs, 31 GB RAM, 1 local SSD",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",8.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",31.0,"","",16.0,263168.0,1.0,20.0,0.0,0.0,"",0.0,0.0,1.0,0.369990918,0.147400112,270.09337014,170.15919816,121.54184348,107.60208176,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
c4d-standard-96,c4d,General-purpose,"96 vCPUs, 372 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",96.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",372.0,"","",32.0,263168.0,0.0,67.0,100.0,0.0,"",0.0,0.0,1.0,4.439891016,1.768801344,3241.12044168,2041.91037792,1458.50212176,1291.22498112,80.3,299.3,119.939,107.748,756.864,756.864,756.864,1138.8,1138.8,1138.8,3223.68
c4d-standard-96-lssd,c4d,General-purpose,"96 vCPUs, 372 GB RAM, 8 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",96.0,0,0.0,1.0,0.0,1.0,"AMD Turin",2.7,3.5,4.1,1.0,"AMD Turin","","","",372.0,"","",32.0,263168.0,1.0,67.0,100.0,0.0,"",0.0,0.0,1.0,4.439891016,1.768801344,3241.12044168,2041.91037792,1458.50212176,1291.22498112,80.3,299.3,119.939,107.748,756.864,756.864,756.864,1138.8,1138.8,1138.8,3223.68
e2-highcpu-16,e2,General-purpose,"Efficient Instance, 16 vCPUs, 16 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",16.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",207561.0,0.77,88.0,16.0,"","",128.0,263168.0,0.0,16.0,0.0,0.0,"",0.0,0.0,1.0,0.39576192,0.158224,288.9062016,182.01088832,130.00777904,115.50352,80.3,299.3,119.939,107.748,126.144,126.144,126.144,189.8,189.8,189.8,537.28
e2-highcpu-2,e2,General-purpose,"Efficient Instance, 2 vCPUs, 2 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",2.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",26092.0,1.39,592.0,2.0,"","",128.0,263168.0,0.0,4.0,0.0,0.0,"",0.0,0.0,1.0,0.04947024,0.019778,36.1132752,22.75136104,16.25097238,14.43794,80.3,124.1,50.005,44.7198,21.024,21.024,21.024,32.85,32.85,32.85,67.16
e2-highcpu-32,e2,General-purpose,"Efficient Instance, 32 vCPUs, 32 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",32.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",416599.0,0.86,32.0,32.0,"","",128.0,524288.0,0.0,16.0,0.0,0.0,"",0.0,0.0,1.0,0.79152384,0.316448,577.8124032,364.02177664,260.01555808,231.00704,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
e2-highcpu-4,e2,General-purpose,"Efficient Instance, 4 vCPUs, 4 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",4.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",51937.0,0.64,360.0,4.0,"","",128.0,263168.0,0.0,8.0,0.0,0.0,"",0.0,0.0,1.0,0.09894048,0.039556,72.2265504,45.50272208,32.50194476,28.87588,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
e2-highcpu-8,e2,General-purpose,"Efficient Instance, 8 vCPUs, 8 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",8.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",104080.0,0.65,128.0,8.0,"","",128.0,263168.0,0.0,16.0,0.0,0.0,"",0.0,0.0,1.0,0.19788096,0.079112,144.4531008,91.00544416,65.00388952,57.75176,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
e2-highmem-16,e2,General-purpose,"Efficient Instance, 16 vCPUs, 128 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",16.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",208433.0,0.72,56.0,128.0,"","",128.0,263168.0,0.0,16.0,0.0,0.0,"",0.0,0.0,1.0,0.72319728,0.289152,527.9340144,332.5983368,237.57025392,211.08096,80.3,299.3,119.939,107.748,126.144,126.144,126.144,189.8,189.8,189.8,537.28
e2-highmem-2,e2,General-purpose,"Efficient Instance, 2 vCPUs, 16 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",2.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",26243.0,1.2,696.0,16.0,"","",128.0,263168.0,0.0,4.0,0.0,0.0,"",0.0,0.0,1.0,0.09039966,0.036144,65.9917518,41.5747921,29.69628174,26.38512,80.3,124.1,50.005,44.7198,21.024,21.024,21.024,32.85,32.85,32.85,67.16
e2-highmem-4,e2,General-purpose,"Efficient Instance, 4 vCPUs, 32 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",4.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",51736.0,0.88,472.0,32.0,"","",128.0,263168.0,0.0,8.0,0.0,0.0,"",0.0,0.0,1.0,0.18079932,0.072288,131.9835036,83.1495842,59.39256348,52.77024,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
e2-highmem-8,e2,General-purpose,"Efficient Instance, 8 vCPUs, 64 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",8.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",104083.0,0.63,128.0,64.0,"","",128.0,263168.0,0.0,16.0,0.0,0.0,"",0.0,0.0,1.0,0.36159864,0.144576,263.9670072,166.2991684,118.78512696,105.54048,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
e2-medium,e2,General-purpose,"Efficient Instance, 2 vCPU (1/2 shared physical core) and 4 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",2.0,1,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",14529.0,6.35,18423.0,4.0,"","",128.0,263168.0,0.0,2.0,0.0,0.0,"",0.0,0.0,1.0,0.03350571,0.013396,24.4591683,15.40927289,11.00662391,9.77908,80.3,124.1,50.005,44.7198,10.512,10.512,10.512,16.425,16.425,16.425,33.58
e2-micro,e2,General-purpose,"Efficient Instance, 2 vCPU (1/8 shared physical core) and 1 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",2.0,1,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",3238.0,3.57,18499.0,1.0,"","",16.0,3072.0,0.0,1.0,0.0,0.0,"",0.0,0.0,1.0,0.0083764275,0.003349,6.114792075,3.8523182225,2.7516559775,2.44477,80.3,124.1,50.005,44.7198,2.628,2.628,2.628,4.10625,4.10625,4.10625,8.395
e2-small,e2,General-purpose,"Efficient Instance, 2 vCPU (1/4 shared physical core) and 2 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",2.0,1,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",6745.0,4.32,18614.0,2.0,"","",16.0,3072.0,0.0,2.0,0.0,0.0,"",0.0,0.0,1.0,0.016752855,0.006698,12.22958415,7.704636445,5.503311955,4.88954,80.3,124.1,50.005,44.7198,5.256,5.256,5.256,8.2125,8.2125,8.2125,16.79
e2-standard-16,e2,General-purpose,"Efficient Instance, 16 vCPUs, 64 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",16.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",208075.0,0.83,72.0,64.0,"","",128.0,263168.0,0.0,16.0,0.0,0.0,"",0.0,0.0,1.0,0.53609136,0.214336,391.3466928,246.54836624,176.10598256,156.46528,80.3,299.3,119.939,107.748,126.144,126.144,126.144,189.8,189.8,189.8,537.28
e2-standard-2,e2,General-purpose,"Efficient Instance, 2 vCPUs, 8 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",2.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",26255.0,1.94,712.0,8.0,"","",128.0,263168.0,0.0,4.0,0.0,0.0,"",0.0,0.0,1.0,0.06701142,0.026792,48.9183366,30.81854578,22.01324782,19.55816,80.3,124.1,50.005,44.7198,21.024,21.024,21.024,32.85,32.85,32.85,67.16
e2-standard-32,e2,General-purpose,"Efficient Instance, 32 vCPUs, 128 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",32.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",417535.0,0.74,48.0,128.0,"","",128.0,524288.0,0.0,16.0,0.0,0.0,"",0.0,0.0,1.0,1.07218272,0.428672,782.6933856,493.09673248,352.21196512,312.93056,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
e2-standard-4,e2,General-purpose,"Efficient Instance, 4 vCPUs, 16 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",4.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",52043.0,0.53,464.0,16.0,"","",128.0,263168.0,0.0,8.0,0.0,0.0,"",0.0,0.0,1.0,0.13402284,0.053584,97.8366732,61.63709156,44.02649564,39.11632,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
e2-standard-8,e2,General-purpose,"Efficient Instance, 8 vCPUs, 32 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",8.0,0,1.0,1.0,0.0,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",2.25,2.7,3.3,4.0,"AMD Rome, Intel Broadwell, Intel Haswell, Intel Skylake",103957.0,0.65,80.0,32.0,"","",128.0,263168.0,0.0,16.0,0.0,0.0,"",0.0,0.0,1.0,0.26804568,0.107168,195.6733464,123.27418312,88.05299128,78.23264,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
f1-micro,n1,General-purpose,"1 vCPU (shared physical core) and 0.6 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",1.0,1,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",3949.0,3.24,2318.0,0.6,"","",16.0,3072.0,0.0,1.0,0.0,0.0,"",0.0,1.0,1.0,0.0076,0.001867,3.8836,3.8836,3.8836,1.36291,14.6,124.1,124.1,124.1,10.512,10.512,10.512,16.425,16.425,16.425,16.79
g1-small,n1,General-purpose,"1 vCPU (shared physical core) and 1.7 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,4.0,"us-east1-a, us-east1-b, us-east1-c, us-east1-d",1.0,1,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",10191.0,2.94,2256.0,1.7,"","",16.0,3072.0,0.0,1.0,0.0,0.0,"",0.0,1.0,1.0,0.0257,0.003277,13.1327,13.1327,13.1327,2.39221,14.6,124.1,124.1,124.1,10.512,10.512,10.512,16.425,16.425,16.425,16.79
g2-standard-12,g2,Accelerator-optimized,"Graphics Optimized: 1 NVIDIA L4 GPU, 12 vCPUs, 48GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",12.0,0,1.0,0.0,0.0,1.0,"Intel Cascade Lake",2.2,2.9,3.7,1.0,"Intel Cascade Lake",167604.0,0.52,36.0,48.0,1.0,"NVIDIA L4",128.0,263168.0,1.0,16.0,0.0,0.0,"",0.0,0.0,1.0,1.000416287,0.399308,730.30388951,460.09144542,328.63672535,291.49484,80.3,299.3,119.939,107.748,94.608,94.608,94.608,142.35,142.35,142.35,402.96
g2-standard-16,g2,Accelerator-optimized,"Graphics Optimized: 1 NVIDIA L4 GPU, 16 vCPUs, 64GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",16.0,0,1.0,0.0,0.0,1.0,"Intel Cascade Lake",2.2,2.9,3.7,1.0,"Intel Cascade Lake",223514.0,0.51,28.0,64.0,1.0,"NVIDIA L4",128.0,263168.0,1.0,32.0,0.0,0.0,"",0.0,0.0,1.0,1.147208303,0.458044,837.46206119,527.60109206,376.85789443,334.37212,80.3,299.3,119.939,107.748,126.144,126.144,126.144,189.8,189.8,189.8,537.28
g2-standard-24,g2,Accelerator-optimized,"Graphics Optimized: 2 NVIDIA L4 GPUs, 24 vCPUs, 96GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",24.0,0,1.0,0.0,0.0,1.0,"Intel Cascade Lake",2.2,2.9,3.7,1.0,"Intel Cascade Lake",334411.0,0.53,20.0,96.0,2.0,"NVIDIA L4",128.0,263168.0,1.0,32.0,0.0,0.0,"",0.0,0.0,1.0,2.000832574,0.798616,1460.60777902,920.18289084,657.2734507,582.98968,80.3,299.3,119.939,107.748,189.216,189.216,189.216,284.7,284.7,284.7,805.92
g2-standard-32,g2,Accelerator-optimized,"Graphics Optimized: 1 NVIDIA L4 GPU, 32 vCPUs, 128GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",32.0,0,1.0,0.0,0.0,1.0,"Intel Cascade Lake",2.2,2.9,3.7,1.0,"Intel Cascade Lake",446322.0,0.64,16.0,128.0,1.0,"NVIDIA L4",128.0,524288.0,1.0,32.0,0.0,0.0,"",0.0,0.0,1.0,1.734376367,0.692988,1266.09474791,797.63967862,569.74257075,505.88124,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
