name,series,family,description,location,region,regionLocation,regionLocationLong,regionLocationCountryCode,regionCfe,regionCo2Kwh,regionLowCo2,regionLat,regionLng,regionPublicIpv4Addr,zoneCount,zones,vCpus,sharedCpu,intel,amd,arm,cpuPlatformCount,cpuPlatform,cpuBaseClock,cpuTurboClock,cpuSingleMaxTurboClock,availableCpuPlatformCount,availableCpuPlatform,coremarkScore,standardDeviation,sampleCount,memoryGB,acceleratorCount,acceleratorType,disks,disksSizeGb,localSsd,bandwidth,tier1,sap,saps,hana,sud,spot,hour,hourSpot,month,month1yCud,month3yCud,monthSpot,monthSles,monthSlesSap,monthSlesSap1yCud,monthSlesSap3yCud,monthRhel,monthRhel1yCud,monthRhel3yCud,monthRhelSap,monthRhelSap1yCud,monthRhelSap3yCud,monthWindows
c4-highmem-192,c4,General-purpose,"192 vCPUs, 1488 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",192.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",1488.0,"","",128.0,524288.0,0.0,100.0,200.0,1.0,"",1.0,0.0,1.0,12.512544,5.003232,9134.15712,5754.65424,4110.33216,3652.35936,80.3,299.3,119.939,107.748,1345.536,1345.536,1345.536,2102.4,2102.4,2102.4,6447.36
c4-highmem-192-lssd,c4,General-purpose,"192 vCPUs, 1488 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",192.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",1488.0,"","",128.0,524288.0,1.0,100.0,200.0,0.0,"",0.0,0.0,1.0,12.512544,5.003232,9134.15712,5754.65424,4110.33216,3652.35936,80.3,299.3,119.939,107.748,1345.536,1345.536,1345.536,2102.4,2102.4,2102.4,6447.36
c4-highmem-2,c4,General-purpose,"2 vCPUs, 15 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",2.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",15.0,"","",128.0,524288.0,0.0,10.0,0.0,1.0,"",0.0,0.0,1.0,0.12837,0.05133,93.7101,59.03875,42.16918,37.4709,80.3,124.1,50.005,44.7198,21.024,21.024,21.024,32.85,32.85,32.85,67.16
c4-highmem-24,c4,General-purpose,"24 vCPUs, 186 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",24.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",186.0,"","",128.0,524288.0,0.0,23.0,0.0,0.0,"",0.0,0.0,1.0,1.564068,0.625404,1141.76964,719.33178,513.79152,456.54492,80.3,299.3,119.939,107.748,189.216,189.216,189.216,284.7,284.7,284.7,805.92
c4-highmem-24-lssd,c4,General-purpose,"24 vCPUs, 186 GB RAM, 4 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",24.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",186.0,"","",128.0,524288.0,1.0,23.0,0.0,0.0,"",0.0,0.0,1.0,1.564068,0.625404,1141.76964,719.33178,513.79152,456.54492,80.3,299.3,119.939,107.748,189.216,189.216,189.216,284.7,284.7,284.7,805.92
c4-highmem-288,c4,General-purpose,"288 vCPUs, 2232 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",288.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",2232.0,"","",128.0,524288.0,0.0,100.0,200.0,0.0,"",0.0,0.0,1.0,18.768816,7.504848,13701.23568,8631.98136,6165.49824,5478.53904,80.3,299.3,119.939,107.748,2018.304,2018.304,2018.304,3153.6,3153.6,3153.6,9671.04
c4-highmem-288-lssd,c4,General-purpose,"288 vCPUs,  2232 GB RAM, 48 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",288.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",2232.0,"","",128.0,524288.0,1.0,100.0,200.0,0.0,"",0.0,0.0,1.0,18.768816,7.504848,13701.23568,8631.98136,6165.49824,5478.53904,80.3,299.3,119.939,107.748,2018.304,2018.304,2018.304,3153.6,3153.6,3153.6,9671.04
c4-highmem-288-metal,c4,General-purpose,"288 vCPUs, 2232 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",288.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",2232.0,"","",32.0,524288.0,0.0,100.0,200.0,0.0,"",0.0,0.0,1.0,18.768816,7.504848,13701.23568,8631.98136,6165.49824,5478.53904,80.3,299.3,119.939,107.748,2018.304,2018.304,2018.304,3153.6,3153.6,3153.6,9671.04
c4-highmem-32,c4,General-purpose,"32 vCPUs, 248 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",32.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",248.0,"","",128.0,524288.0,0.0,23.0,0.0,1.0,"",1.0,0.0,1.0,2.085424,0.833872,1522.35952,959.10904,685.05536,608.72656,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
c4-highmem-32-lssd,c4,General-purpose,"32 vCPUs, 248 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",32.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",248.0,"","",128.0,524288.0,1.0,23.0,0.0,0.0,"",0.0,0.0,1.0,2.085424,0.833872,1522.35952,959.10904,685.05536,608.72656,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
c4-highmem-4,c4,General-purpose,"4 vCPUs, 31 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",4.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",31.0,"","",128.0,524288.0,0.0,10.0,0.0,1.0,"",0.0,0.0,1.0,0.260678,0.104234,190.29494,119.88863,85.63192,76.09082,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
c4-highmem-4-lssd,c4,General-purpose,"4 vCPUs, 31 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",4.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",31.0,"","",128.0,524288.0,1.0,10.0,0.0,0.0,"",0.0,0.0,1.0,0.260678,0.104234,190.29494,119.88863,85.63192,76.09082,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
c4-highmem-48,c4,General-purpose,"48 vCPUs, 372 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",48.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",372.0,"","",128.0,524288.0,0.0,34.0,50.0,1.0,"",1.0,0.0,1.0,3.128136,1.250808,2283.53928,1438.66356,1027.58304,913.08984,80.3,299.3,119.939,107.748,378.432,378.432,378.432,569.4,569.4,569.4,1611.84
c4-highmem-48-lssd,c4,General-purpose,"48 vCPUs, 372 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",48.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",372.0,"","",128.0,524288.0,1.0,34.0,50.0,0.0,"",0.0,0.0,1.0,3.128136,1.250808,2283.53928,1438.66356,1027.58304,913.08984,80.3,299.3,119.939,107.748,378.432,378.432,378.432,569.4,569.4,569.4,1611.84
c4-highmem-8,c4,General-purpose,"8 vCPUs, 62 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",8.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",62.0,"","",128.0,524288.0,0.0,23.0,0.0,1.0,"",0.0,0.0,1.0,0.521356,0.208468,380.58988,239.77726,171.26384,152.18164,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
c4-highmem-8-lssd,c4,General-purpose,"8 vCPUs, 62 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",8.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",62.0,"","",128.0,524288.0,1.0,23.0,0.0,0.0,"",0.0,0.0,1.0,0.521356,0.208468,380.58988,239.77726,171.26384,152.18164,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
c4-highmem-96,c4,General-purpose,"96 vCPUs, 744 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",96.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",744.0,"","",128.0,524288.0,0.0,67.0,100.0,1.0,"",1.0,0.0,1.0,6.256272,2.501616,4567.07856,2877.32712,2055.16608,1826.17968,80.3,299.3,119.939,107.748,756.864,756.864,756.864,1138.8,1138.8,1138.8,3223.68
c4-highmem-96-lssd,c4,General-purpose,"96 vCPUs, 744 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",96.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",744.0,"","",128.0,524288.0,1.0,67.0,100.0,0.0,"",0.0,0.0,1.0,6.256272,2.501616,4567.07856,2877.32712,2055.16608,1826.17968,80.3,299.3,119.939,107.748,756.864,756.864,756.864,1138.8,1138.8,1138.8,3223.68
c4-standard-144,c4,General-purpose,"144 vCPUs, 540 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",144.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",540.0,"","",128.0,524288.0,0.0,100.0,150.0,0.0,"",0.0,0.0,1.0,7.11612,2.8458,5194.7676,3272.7798,2337.65856,2077.434,80.3,299.3,119.939,107.748,1009.152,1009.152,1009.152,1576.8,1576.8,1576.8,4835.52
c4-standard-144-lssd,c4,General-purpose,"144 vCPUs, 540 GB RAM, 24 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",144.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",540.0,"","",128.0,524288.0,1.0,100.0,150.0,0.0,"",0.0,0.0,1.0,7.11612,2.8458,5194.7676,3272.7798,2337.65856,2077.434,80.3,299.3,119.939,107.748,1009.152,1009.152,1009.152,1576.8,1576.8,1576.8,4835.52
c4-standard-16,c4,General-purpose,"16 vCPUs, 60 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",16.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",60.0,"","",128.0,524288.0,0.0,23.0,0.0,1.0,"",0.0,0.0,1.0,0.79068,0.3162,577.1964,363.6422,259.73984,230.826,80.3,299.3,119.939,107.748,126.144,126.144,126.144,189.8,189.8,189.8,537.28
c4-standard-16-lssd,c4,General-purpose,"16 vCPUs, 60 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",16.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",60.0,"","",128.0,524288.0,1.0,23.0,0.0,0.0,"",0.0,0.0,1.0,0.79068,0.3162,577.1964,363.6422,259.73984,230.826,80.3,299.3,119.939,107.748,126.144,126.144,126.144,189.8,189.8,189.8,537.28
c4-standard-192,c4,General-purpose,"192 vCPUs, 720 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",192.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",720.0,"","",128.0,524288.0,0.0,100.0,200.0,1.0,"",0.0,0.0,1.0,9.48816,3.7944,6926.3568,4363.7064,3116.87808,2769.912,80.3,299.3,119.939,107.748,1345.536,1345.536,1345.536,2102.4,2102.4,2102.4,6447.36
c4-standard-192-lssd,c4,General-purpose,"192 vCPUs, 720 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",192.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",720.0,"","",128.0,524288.0,1.0,100.0,200.0,0.0,"",0.0,0.0,1.0,9.48816,3.7944,6926.3568,4363.7064,3116.87808,2769.912,80.3,299.3,119.939,107.748,1345.536,1345.536,1345.536,2102.4,2102.4,2102.4,6447.36
c4-standard-2,c4,General-purpose,"2 vCPUs, 7 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",2.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",7.0,"","",128.0,524288.0,0.0,10.0,0.0,1.0,"",0.0,0.0,1.0,0.096866,0.038738,70.71218,44.54971,31.8207,28.27874,80.3,124.1,50.005,44.7198,21.024,21.024,21.024,32.85,32.85,32.85,67.16
c4-standard-24,c4,General-purpose,"24 vCPUs, 90 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",24.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",90.0,"","",128.0,524288.0,0.0,23.0,0.0,0.0,"",0.0,0.0,1.0,1.18602,0.4743,865.7946,545.4633,389.60976,346.239,80.3,299.3,119.939,107.748,189.216,189.216,189.216,284.7,284.7,284.7,805.92
c4-standard-24-lssd,c4,General-purpose,"24 vCPUs, 90 GB RAM, 4 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",24.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",90.0,"","",128.0,524288.0,1.0,23.0,0.0,0.0,"",0.0,0.0,1.0,1.18602,0.4743,865.7946,545.4633,389.60976,346.239,80.3,299.3,119.939,107.748,189.216,189.216,189.216,284.7,284.7,284.7,805.92
c4-standard-288,c4,General-purpose,"288 vCPUs, 1080 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",288.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",1080.0,"","",128.0,524288.0,0.0,100.0,200.0,0.0,"",0.0,0.0,1.0,14.23224,5.6916,10389.5352,6545.5596,4675.31712,4154.868,80.3,299.3,119.939,107.748,2018.304,2018.304,2018.304,3153.6,3153.6,3153.6,9671.04
c4-standard-288-lssd,c4,General-purpose,"288 vCPUs, 1080 GB RAM, 48 local SSDs",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",288.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",1080.0,"","",128.0,524288.0,1.0,100.0,200.0,0.0,"",0.0,0.0,1.0,14.23224,5.6916,10389.5352,6545.5596,4675.31712,4154.868,80.3,299.3,119.939,107.748,2018.304,2018.304,2018.304,3153.6,3153.6,3153.6,9671.04
c4-standard-288-metal,c4,General-purpose,"288 vCPUs, 1080 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",288.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",1080.0,"","",32.0,524288.0,0.0,100.0,200.0,0.0,"",0.0,0.0,1.0,14.23224,5.6916,10389.5352,6545.5596,4675.31712,4154.868,80.3,299.3,119.939,107.748,2018.304,2018.304,2018.304,3153.6,3153.6,3153.6,9671.04
c4-standard-32,c4,General-purpose,"32 vCPUs, 120 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",32.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",120.0,"","",128.0,524288.0,0.0,23.0,0.0,1.0,"",0.0,0.0,1.0,1.58136,0.6324,1154.3928,727.2844,519.47968,461.652,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
c4-standard-32-lssd,c4,General-purpose,"32 vCPUs, 120 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",32.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",120.0,"","",128.0,524288.0,1.0,23.0,0.0,0.0,"",0.0,0.0,1.0,1.58136,0.6324,1154.3928,727.2844,519.47968,461.652,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
c4-standard-4,c4,General-purpose,"4 vCPUs, 15 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",4.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",15.0,"","",128.0,524288.0,0.0,10.0,0.0,1.0,"",0.0,0.0,1.0,0.19767,0.07905,144.2991,90.91055,64.93496,57.7065,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
c4-standard-4-lssd,c4,General-purpose,"4 vCPUs, 15 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",4.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",15.0,"","",128.0,524288.0,1.0,10.0,0.0,0.0,"",0.0,0.0,1.0,0.19767,0.07905,144.2991,90.91055,64.93496,57.7065,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
c4-standard-48,c4,General-purpose,"48 vCPUs, 180 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",48.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",180.0,"","",128.0,524288.0,0.0,34.0,50.0,1.0,"",0.0,0.0,1.0,2.37204,0.9486,1731.5892,1090.9266,779.21952,692.478,80.3,299.3,119.939,107.748,378.432,378.432,378.432,569.4,569.4,569.4,1611.84
c4-standard-48-lssd,c4,General-purpose,"48 vCPUs, 180 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",48.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",180.0,"","",128.0,524288.0,1.0,34.0,50.0,0.0,"",0.0,0.0,1.0,2.37204,0.9486,1731.5892,1090.9266,779.21952,692.478,80.3,299.3,119.939,107.748,378.432,378.432,378.432,569.4,569.4,569.4,1611.84
c4-standard-8,c4,General-purpose,"8 vCPUs, 30 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",8.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",30.0,"","",128.0,524288.0,0.0,23.0,0.0,1.0,"",0.0,0.0,1.0,0.39534,0.1581,288.5982,181.8211,129.86992,115.413,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
c4-standard-8-lssd,c4,General-purpose,"8 vCPUs, 30 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",8.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",30.0,"","",128.0,524288.0,1.0,23.0,0.0,0.0,"",0.0,0.0,1.0,0.39534,0.1581,288.5982,181.8211,129.86992,115.413,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
c4-standard-96,c4,General-purpose,"96 vCPUs, 360 GB RAM",us,us-east1,"South Carolina","Moncks Corner, South Carolina, USA",US,29.0,560.0,0.0,33.8361,-81.1637,1213184.0,3.0,"us-east1-b, us-east1-c, us-east1-d",96.0,0,1.0,0.0,0.0,2.0,"Intel Emerald Rapids, Intel Granite Rapids",2.8,3.9,4.2,2.0,"Intel Emerald Rapids, Intel Granite Rapids","","","",360.0,"","",128.0,524288.0,0.0,67.0,100.0,1.0,"",0.0,0.0,1.0,4.74408,1.8972,3463.1784,2181.8532,1558.43904,1384.956,80.3,299.3,119.939,107.748,756.864,756.864,756.864,1138.8,1138.8,1138.8,3223.68
